Date,Open,High,Low,Close,Volume,Adj Close
2013-07-30,129.30,132.00,127.60,131.69,4590800,131.69
2013-07-29,126.34,130.33,126.33,129.33,5778400,129.33
2013-07-26,125.08,129.60,124.27,127.56,8069500,127.56
2013-07-25,129.09,132.86,120.26,125.85,21631300,125.85
2013-07-24,109.76,113.88,109.37,113.37,7538500,113.37
2013-07-23,111.31,111.31,108.47,109.84,3329200,109.84
2013-07-22,110.00,112.07,109.80,110.01,4251900,110.01
2013-07-19,110.32,111.88,108.42,111.08,4099100,111.08
2013-07-18,107.52,111.59,107.52,111.20,6282500,111.20
2013-07-17,105.43,108.92,104.62,108.53,4970900,108.53
2013-07-16,107.25,108.05,104.61,105.69,9535300,105.69
2013-07-15,97.09,102.28,97.08,101.59,5720100,101.59
2013-07-12,96.58,97.05,95.18,96.85,3337300,96.85
2013-07-11,94.40,97.25,94.01,97.08,3812700,97.08
2013-07-10,92.61,94.18,92.40,93.43,1767300,93.43
2013-07-09,91.24,93.12,90.16,92.69,3185600,92.69
2013-07-08,91.52,92.48,90.41,90.50,2810700,90.50
2013-07-05,90.96,92.40,89.44,91.52,2922400,91.52
2013-07-03,89.78,90.60,88.89,89.22,2011000,89.22
2013-07-02,92.10,93.45,89.67,90.31,3176100,90.31
2013-07-01,95.35,95.50,92.22,92.50,2608600,92.50
2013-06-28,93.64,95.09,92.57,94.60,2218700,94.60
2013-06-27,94.99,95.22,93.76,94.19,2159100,94.19
2013-06-26,91.95,94.50,91.28,93.72,3233700,93.72
2013-06-25,90.74,91.75,89.51,91.09,4494100,91.09
2013-06-24,91.16,91.28,88.08,89.89,5475400,89.89
2013-06-21,93.45,94.20,92.52,93.41,3656900,93.41
2013-06-20,93.99,94.50,92.84,93.23,5011500,93.23
2013-06-19,95.60,95.97,94.18,94.55,4052100,94.55
2013-06-18,96.25,97.33,96.01,96.30,3289900,96.30
2013-06-17,98.90,99.00,96.15,96.76,3888700,96.76
2013-06-14,99.41,100.04,97.07,98.00,3059600,98.00
2013-06-13,97.52,99.77,96.70,99.66,2970300,99.66
2013-06-12,100.08,100.29,96.50,97.51,3638600,97.51
2013-06-11,100.91,101.76,99.03,99.43,3502500,99.43
2013-06-10,102.48,103.58,100.26,102.99,3790900,102.99
2013-06-07,99.57,103.61,99.30,102.67,6804500,102.67
2013-06-06,94.86,99.22,94.46,98.89,3630700,98.89
2013-06-05,95.98,96.12,94.23,94.95,3004900,94.95
2013-06-04,96.18,97.20,95.67,96.06,2284300,96.06
2013-06-03,97.04,97.38,95.50,96.35,3066200,96.35
2013-05-31,97.50,98.32,96.60,96.64,3758300,96.64
2013-05-30,96.18,98.24,95.73,97.77,3553900,97.77
2013-05-29,96.94,97.50,95.58,96.55,2932800,96.55
2013-05-28,97.88,98.50,96.55,97.28,5206600,97.28
2013-05-24,93.75,97.27,93.75,96.45,4487200,96.45
2013-05-23,92.81,95.44,92.30,93.89,4227600,93.89
2013-05-22,98.80,100.49,93.80,95.14,6932000,95.14
2013-05-21,100.30,100.40,97.83,99.03,4906700,99.03
2013-05-20,94.72,100.68,94.68,100.49,6853100,100.49
2013-05-17,93.60,95.17,92.52,94.72,4206600,94.72
2013-05-16,93.49,94.21,92.52,92.69,3021500,92.69
2013-05-15,92.11,95.15,92.10,93.55,4525000,93.55
2013-05-14,92.81,93.00,90.16,92.84,4422300,92.84
2013-05-13,95.50,95.50,92.84,93.14,4213100,93.14
2013-05-10,94.84,95.56,93.67,95.45,4699100,95.45
2013-05-09,92.75,95.23,91.35,94.25,4855600,94.25
2013-05-08,89.50,93.40,89.18,92.91,5664600,92.91
2013-05-07,88.58,89.88,87.60,89.30,4660700,89.30
2013-05-06,84.91,87.89,84.86,87.65,4241000,87.65
2013-05-03,85.95,86.13,84.45,84.51,4025400,84.51
2013-05-02,85.12,85.78,84.48,85.00,3413900,85.00
2013-05-01,85.85,85.85,84.66,84.86,2757200,84.86
2013-04-30,85.77,86.50,85.25,85.85,3490100,85.85
2013-04-29,86.40,88.07,85.14,85.49,5807700,85.49
2013-04-26,84.09,86.36,83.89,85.02,14187700,85.02
2013-04-25,89.28,92.74,89.00,92.34,7480300,92.34
2013-04-24,87.85,89.55,87.11,88.09,3523000,88.09
2013-04-23,85.32,88.65,84.22,87.85,3977800,87.85
2013-04-22,86.79,87.00,85.17,85.66,3570700,85.66
2013-04-19,86.59,87.35,86.04,86.43,2010100,86.43
2013-04-18,88.83,88.87,85.77,86.47,3199200,86.47
2013-04-17,89.25,90.55,88.38,88.61,3409800,88.61
2013-04-16,89.20,90.95,89.05,90.29,2801300,90.29
2013-04-15,89.33,91.23,88.33,88.57,3435800,88.57
2013-04-12,88.73,91.49,88.61,90.62,4016600,90.62
2013-04-11,90.01,90.31,88.57,88.76,2943200,88.76
2013-04-10,88.00,91.10,86.73,90.07,7747000,90.07
2013-04-09,84.17,85.35,83.71,84.87,3378800,84.87
2013-04-08,83.27,84.28,83.27,84.07,2029200,84.07
2013-04-05,84.10,84.38,82.98,83.59,3457800,83.59
2013-04-04,86.13,86.15,84.92,85.16,3338400,85.16
2013-04-03,88.37,89.00,85.80,85.96,2979800,85.96
2013-04-02,87.28,88.95,87.03,88.12,2873200,88.12
2013-04-01,87.82,87.89,86.60,87.05,1951300,87.05
2013-03-28,87.41,88.22,85.96,87.70,3597800,87.70
2013-03-27,85.55,88.39,85.42,88.13,3467100,88.13
2013-03-26,85.74,86.39,84.95,86.07,2132900,86.07
2013-03-25,87.05,87.05,84.69,85.33,3081300,85.33
2013-03-22,86.13,86.80,85.17,86.49,2039900,86.49
2013-03-21,86.10,86.85,85.26,85.92,3034100,85.92
2013-03-20,85.04,86.85,83.99,86.10,4689400,86.10
2013-03-19,85.33,85.66,83.35,84.24,4282100,84.24
2013-03-18,84.09,86.39,83.31,85.17,6811600,85.17
2013-03-15,86.16,86.40,84.88,85.08,6763500,85.08
2013-03-14,88.27,88.69,86.09,86.33,4289700,86.33
2013-03-13,87.75,88.16,86.51,87.65,3375700,87.65
2013-03-12,88.93,89.19,87.33,87.75,4223400,87.75
2013-03-11,89.25,90.00,88.17,89.43,3108600,89.43
2013-03-08,91.00,91.14,89.18,89.22,3249100,89.22
2013-03-07,90.26,90.76,89.51,90.42,2003100,90.42
2013-03-06,90.79,91.32,89.50,89.93,3223700,89.93
2013-03-05,90.68,92.09,89.71,91.37,4774900,91.37
2013-03-04,91.81,92.32,88.84,90.26,5291500,90.26
2013-03-01,90.00,93.21,89.96,92.56,3462500,92.56
2013-02-28,89.85,91.60,89.38,90.76,2942600,90.76
2013-02-27,90.28,90.28,88.84,89.35,2782900,89.35
2013-02-26,88.26,90.45,88.19,89.73,4227700,89.73
2013-02-25,89.45,89.98,88.00,88.01,2515700,88.01
2013-02-22,89.92,89.96,87.54,89.18,3164000,89.18
2013-02-21,88.25,90.80,87.87,88.77,5320100,88.77
2013-02-20,91.88,92.20,88.10,88.45,7840600,88.45
2013-02-19,92.85,93.64,91.74,92.18,5698600,92.18
2013-02-15,95.39,95.43,94.01,94.32,3680800,94.32
2013-02-14,95.02,96.67,95.02,95.18,4078600,95.18
2013-02-13,95.43,96.70,94.38,95.91,3249300,95.91
2013-02-12,96.52,96.91,95.31,95.53,3684400,95.53
2013-02-11,96.67,96.99,95.47,96.37,2888300,96.37
2013-02-08,96.82,97.39,95.61,96.86,4072300,96.86
2013-02-07,98.25,98.65,95.91,96.27,6718400,96.27
2013-02-06,96.76,98.95,96.22,98.37,6076500,98.37
2013-02-05,99.00,99.65,95.30,96.37,17629200,96.37
2013-02-04,108.53,108.70,106.58,107.20,6121700,107.20
2013-02-01,108.86,109.03,107.31,108.61,3995700,108.61
2013-01-31,108.21,109.46,107.79,108.30,2908900,108.30
2013-01-30,110.12,110.12,107.50,108.98,3205500,108.98
2013-01-29,112.00,113.56,108.25,109.45,4542400,109.45
2013-01-28,108.47,111.82,108.22,111.39,5502700,111.39
2013-01-25,108.08,109.53,107.50,108.01,2863400,108.01
2013-01-24,108.91,110.57,107.16,107.92,4813500,107.92
2013-01-23,110.03,111.25,108.11,108.30,3548700,108.30
2013-01-22,109.61,110.00,106.50,108.91,4770200,108.91
2013-01-18,109.78,111.29,108.84,109.84,3121700,109.84
2013-01-17,110.98,111.50,108.23,108.43,3668500,108.43
2013-01-16,111.11,111.89,109.71,109.93,2834700,109.93
2013-01-15,111.71,112.34,109.22,111.66,3978200,111.66
2013-01-14,114.09,114.88,111.52,112.64,3658900,112.64
2013-01-11,109.90,114.43,109.65,112.97,8489900,112.97
2013-01-10,105.46,111.50,105.40,110.57,9880100,110.57
2013-01-09,101.81,104.73,101.51,104.34,3379000,104.34
2013-01-08,102.00,102.76,100.60,101.09,2865300,101.09
2013-01-07,102.04,102.57,99.32,102.29,3989900,102.29
2013-01-04,104.66,104.86,102.52,104.65,2721900,104.65
2013-01-03,104.00,106.90,103.82,104.98,4454400,104.98
2013-01-02,103.33,104.75,102.51,104.12,4084800,104.12
