Date,Open,High,Low,Close,Volume,Adj Close
2013-09-30,477.25,481.66,474.41,476.75,9258500,476.75
2013-09-27,483.78,484.67,480.72,482.75,8131300,482.75
2013-09-26,486.00,488.56,483.90,486.22,8438100,486.22
2013-09-25,489.20,489.64,481.43,481.53,11292500,481.53
2013-09-24,494.88,495.47,487.82,489.10,12928300,489.10
2013-09-23,496.10,496.91,482.60,490.64,27141300,490.64
2013-09-20,478.00,478.55,466.00,467.41,24928300,467.41
2013-09-19,470.70,475.83,469.25,472.30,14409000,472.30
2013-09-18,463.18,466.35,460.66,464.68,16243500,464.68
2013-09-17,447.96,459.71,447.50,455.32,14246500,455.32
2013-09-16,461.00,461.61,447.22,450.12,19418100,450.12
2013-09-13,469.34,471.83,464.70,464.90,10649000,464.90
2013-09-12,468.50,475.40,466.01,472.69,14409400,472.69
2013-09-11,467.01,473.69,464.81,467.71,32096300,467.71
2013-09-10,506.20,507.45,489.50,494.64,26542700,494.64
2013-09-09,505.00,507.92,503.48,506.17,12167400,506.17
2013-09-06,498.44,499.38,489.95,498.22,12840200,498.22
2013-09-05,500.25,500.68,493.64,495.27,8441700,495.27
2013-09-04,499.56,502.24,496.28,498.69,12322600,498.69
2013-09-03,493.10,500.60,487.35,488.58,11854600,488.58
2013-08-30,492.00,492.95,486.50,487.22,9724900,487.22
2013-08-29,491.65,496.50,491.13,491.70,8559200,491.70
2013-08-28,486.00,495.80,486.00,490.90,10986000,490.90
2013-08-27,498.00,502.51,486.30,488.59,15149600,488.59
2013-08-26,500.75,510.20,500.50,502.97,11820200,502.97
2013-08-23,503.27,503.35,499.35,501.02,7954700,501.02
2013-08-22,504.98,505.59,498.20,502.96,8721700,502.96
2013-08-21,503.59,507.15,501.20,502.36,11995700,502.36
2013-08-20,509.71,510.57,500.82,501.07,12810300,501.07
2013-08-19,504.34,513.74,504.00,507.74,18232800,507.74
2013-08-16,500.15,502.94,498.86,502.33,12939500,502.33
2013-08-15,496.42,502.40,489.08,497.91,17510500,497.91
2013-08-14,497.88,504.25,493.40,498.50,27013300,498.50
2013-08-13,470.94,494.66,468.05,489.57,31497900,489.57
2013-08-12,456.86,468.65,456.63,467.36,13015500,467.36
2013-08-09,458.64,460.46,453.65,454.45,9530900,454.45
2013-08-08,463.86,464.10,457.95,461.01,9134900,461.01
2013-08-07,463.80,467.00,461.77,464.98,10673500,461.93
2013-08-06,468.02,471.89,462.17,465.25,11959200,462.20
2013-08-05,464.69,470.67,462.15,469.45,11387700,466.37
2013-08-02,458.01,462.85,456.66,462.54,9813700,459.51
2013-08-01,455.75,456.80,453.26,456.68,7366100,453.68
2013-07-31,454.99,457.34,449.43,452.53,11534200,449.56
2013-07-30,449.96,457.15,449.23,453.32,11050800,450.35
2013-07-29,440.80,449.99,440.20,447.79,8859200,444.85
2013-07-26,435.30,441.04,434.34,440.99,7148300,438.10
2013-07-25,440.70,441.40,435.81,438.50,8196200,435.62
2013-07-24,438.93,444.59,435.26,440.51,21140600,437.62
2013-07-23,426.00,426.96,418.71,418.99,13192700,416.24
2013-07-22,429.46,429.75,425.47,426.31,7421300,423.51
2013-07-19,433.10,433.98,424.35,424.95,9597200,422.16
2013-07-18,433.38,434.87,430.61,431.76,7817100,428.93
2013-07-17,429.70,432.22,428.22,430.31,7106800,427.49
2013-07-16,426.52,430.71,424.17,430.20,7733500,427.38
2013-07-15,425.01,431.46,424.80,427.44,8639900,424.64
2013-07-12,427.65,429.79,423.41,426.51,9984400,423.71
2013-07-11,422.95,428.25,421.17,427.29,11653300,424.49
2013-07-10,419.60,424.80,418.25,420.73,10050200,417.97
2013-07-09,413.60,423.50,410.38,422.35,12592300,419.58
2013-07-08,420.11,421.00,410.65,415.05,10647800,412.33
2013-07-05,420.39,423.29,415.35,417.42,9786600,414.68
2013-07-03,420.86,422.98,417.45,420.80,8604600,418.04
2013-07-02,409.96,421.63,409.47,418.49,16780900,415.74
2013-07-01,402.69,412.27,401.22,409.22,13966200,406.54
2013-06-28,391.36,400.27,388.87,396.53,20661300,393.93
2013-06-27,399.25,401.39,393.54,393.78,12044500,391.20
2013-06-26,403.90,404.79,395.66,398.07,13133000,395.46
2013-06-25,405.70,407.79,398.83,402.63,11220100,399.99
2013-06-24,407.40,408.66,398.05,402.54,17169500,399.90
2013-06-21,418.49,420.00,408.10,413.50,17182800,410.79
2013-06-20,419.30,425.98,415.17,416.84,12761100,414.11
2013-06-19,431.40,431.66,423.00,423.00,11105000,420.23
2013-06-18,431.56,434.90,430.21,431.77,6965200,428.94
2013-06-17,431.44,435.70,430.36,432.00,9264800,429.17
2013-06-14,435.40,436.29,428.50,430.05,9709500,427.23
2013-06-13,432.50,437.14,428.75,435.96,10208300,433.10
2013-06-12,439.50,441.25,431.50,432.19,9472400,429.36
2013-06-11,435.74,442.76,433.32,437.60,10218300,434.73
2013-06-10,444.73,449.08,436.80,438.89,16076900,436.01
2013-06-07,436.50,443.24,432.77,441.81,14447700,438.91
2013-06-06,445.47,447.00,434.05,438.46,14890500,435.58
2013-06-05,445.65,450.72,443.71,445.11,10378200,442.19
2013-06-04,453.22,454.43,447.39,449.31,10454600,446.36
2013-06-03,450.73,452.36,442.48,450.72,13298300,447.76
2013-05-31,452.50,457.10,449.50,449.73,13725100,446.78
2013-05-30,445.65,454.50,444.51,451.58,12625700,448.62
2013-05-29,440.00,447.50,439.40,444.95,11806300,442.03
2013-05-28,449.90,451.11,440.85,441.44,13790900,438.54
2013-05-24,440.85,445.66,440.36,445.15,9863100,442.23
2013-05-23,435.95,446.16,435.79,442.14,12607900,439.24
2013-05-22,444.05,448.35,438.22,441.35,15822800,438.46
2013-05-21,438.15,445.48,434.20,439.66,16286500,436.78
2013-05-20,431.91,445.80,430.10,442.93,16127800,440.02
2013-05-17,439.05,440.09,431.01,433.26,15282300,430.42
2013-05-16,423.24,437.85,418.90,434.58,21543000,431.73
2013-05-15,439.16,441.00,422.36,428.85,26486200,426.04
2013-05-14,453.85,455.20,442.15,443.86,15968500,440.95
2013-05-13,451.51,457.90,451.50,454.74,11319600,451.76
2013-05-10,457.97,459.71,450.48,452.97,11959000,450.00
2013-05-09,459.81,463.00,455.58,456.77,14231700,453.77
2013-05-08,459.04,465.37,455.81,463.84,16878500,457.77
2013-05-07,464.97,465.75,453.70,458.66,17276900,452.66
2013-05-06,455.71,462.20,454.31,460.71,17737200,454.68
2013-05-03,451.31,453.23,449.15,449.98,12903600,444.09
2013-05-02,441.78,448.59,440.63,445.52,15065300,439.69
2013-05-01,444.46,444.93,434.39,439.29,18103900,433.54
2013-04-30,435.10,445.25,432.07,442.78,24697800,436.98
2013-04-29,420.45,433.62,420.00,430.12,22868800,424.49
2013-04-26,409.81,418.77,408.25,417.20,27289200,411.74
2013-04-25,411.23,413.94,407.00,408.38,13744200,403.03
2013-04-24,393.54,415.25,392.50,405.46,34630400,400.15
2013-04-23,403.99,408.38,398.81,406.13,23722800,400.81
2013-04-22,392.64,402.20,391.27,398.67,15354300,393.45
2013-04-19,387.97,399.60,385.10,390.53,21759800,385.42
2013-04-18,404.99,405.79,389.74,392.05,23796400,386.92
2013-04-17,420.27,420.60,398.11,402.80,33752000,397.53
2013-04-16,421.57,426.61,420.57,426.24,10920400,420.66
2013-04-15,427.00,427.89,419.55,419.85,11340000,414.35
2013-04-12,434.15,434.15,429.09,429.80,8521900,424.17
2013-04-11,433.72,437.99,431.20,434.33,11727300,428.64
2013-04-10,428.10,437.06,426.01,435.69,13426000,429.99
2013-04-09,426.36,428.50,422.75,426.98,10950500,421.39
2013-04-08,424.85,427.50,422.49,426.21,10743900,420.63
2013-04-05,424.50,424.95,419.68,423.20,13703400,417.66
2013-04-04,433.76,435.00,425.25,427.72,12801700,422.12
2013-04-03,431.37,437.28,430.31,431.99,12972000,426.33
2013-04-02,427.60,438.14,426.40,429.79,18911400,424.16
2013-04-01,441.90,443.70,427.74,428.91,13919000,423.29
2013-03-28,449.82,451.82,441.62,442.66,15815700,436.86
2013-03-27,456.46,456.80,450.73,452.08,11829900,446.16
2013-03-26,465.44,465.84,460.53,461.14,10510500,455.10
2013-03-25,464.69,469.95,461.78,463.58,17897700,457.51
2013-03-22,454.58,462.10,453.11,461.91,14110900,455.86
2013-03-21,450.22,457.98,450.10,452.73,13687700,446.80
2013-03-20,457.42,457.63,449.59,452.08,11023600,446.16
2013-03-19,459.50,460.97,448.50,454.49,18813400,448.54
2013-03-18,441.45,457.46,441.20,455.72,21649900,449.75
2013-03-15,437.93,444.23,437.25,443.66,22998600,437.85
2013-03-14,432.83,434.64,430.45,432.50,10852700,426.84
2013-03-13,428.45,434.50,425.36,428.35,14483900,422.74
2013-03-12,435.60,438.88,427.57,428.43,16639700,422.82
2013-03-11,429.75,439.01,425.14,437.87,16937000,432.14
2013-03-08,429.80,435.43,428.61,431.72,13981500,426.07
2013-03-07,424.50,432.01,421.06,430.58,16731200,424.94
2013-03-06,434.51,435.25,424.43,425.66,16437500,420.09
2013-03-05,421.48,435.19,420.75,431.14,22801200,425.50
2013-03-04,427.80,428.20,419.00,420.05,20812700,414.55
2013-03-01,438.00,438.18,429.98,430.47,19730300,424.83
2013-02-28,444.05,447.87,441.40,441.40,11518400,435.62
2013-02-27,448.43,452.44,440.65,444.57,20976800,438.75
2013-02-26,443.82,451.54,437.66,448.97,17910700,443.09
2013-02-25,453.85,455.12,442.57,442.80,13306400,437.00
2013-02-22,449.25,451.60,446.60,450.81,11809100,444.91
2013-02-21,446.00,449.17,442.82,446.06,15970800,440.22
2013-02-20,457.69,457.69,448.80,448.85,17010800,442.97
2013-02-19,461.10,462.73,453.85,459.99,15563700,453.97
2013-02-15,468.85,470.16,459.92,460.16,13990900,454.14
2013-02-14,464.52,471.64,464.02,466.59,12688400,460.48
2013-02-13,467.21,473.64,463.22,467.01,16971700,460.90
2013-02-12,479.51,482.38,467.74,467.90,21751900,461.77
2013-02-11,476.50,484.94,473.25,479.93,18481800,473.65
2013-02-08,474.00,478.81,468.25,474.98,22612800,468.76
2013-02-07,463.25,470.00,454.12,468.22,25163600,462.09
2013-02-06,456.47,466.50,452.58,457.35,21203800,448.75
2013-02-05,444.05,459.74,442.22,457.84,20476700,449.23
2013-02-04,453.91,455.94,442.00,442.32,17039900,434.00
2013-02-01,459.11,459.48,448.35,453.62,19267300,445.09
2013-01-31,456.98,459.28,454.98,455.49,11404800,446.92
2013-01-30,457.00,462.60,454.50,456.83,14898400,448.24
2013-01-29,458.50,460.20,452.12,458.27,20398500,449.65
2013-01-28,437.83,453.21,435.86,449.83,28054200,441.37
2013-01-25,451.69,456.23,435.00,439.88,43143800,431.61
2013-01-24,460.00,465.73,450.25,450.50,52173300,442.03
2013-01-23,508.81,514.99,504.77,514.01,30768200,504.34
2013-01-22,504.56,507.88,496.63,504.77,16483800,495.28
2013-01-18,498.52,502.22,496.40,500.00,16890100,490.59
2013-01-17,510.31,510.75,502.03,502.68,16202800,493.22
2013-01-16,494.64,509.44,492.50,506.09,24671600,496.57
2013-01-15,498.30,498.99,483.38,485.92,31313300,476.78
